regular,Paper,Min Time,Time opt
regular,Paper,Min Time,Time opt
0,4416791,8732862,1935211.5349699974
0,944254,9308307,665668.3560278681
regular,Paper,Min Time,Time opt
0,4954817,8732862,2145486.4752091686
0,5799001,9308307,2550483.05087749
0,4946128,8887051,2198102.5019011484
0,7709878,10542539,3403970.228172963
0,5967396,9383096,2637719.2841010857
0,6029877,8332544,2661136.3033143803
0,6351341,9560579,2772321.465367218
0,5788996,10477204,2568862.1031024647
0,6843018,9458910,2988779.11627586
0,6407670,10706024,2882392.5125915227
0.1,5243306,8732862,2301281.216246381
0.1,6397979,9308307,2818364.823578443
0.1,6597836,8887051,2909203.768741566
0.1,7155978,10542539,3168282.7045895755
0.1,6342289,9383096,2814317.3878980223
0.1,6723436,8332544,2976921.177978042
0.1,6747312,9560579,2962592.0061939545
0.1,6965282,10477204,3100223.8197716787
0.1,6893578,9458910,3032438.445133623
0.1,7429763,10706024,3345602.640049218
regular,Paper,Min Time,Time opt
0,4954817,8732862,2145486.4752091686
0,5799001,9308307,2550483.05087749
0,4946128,8887051,2198102.5019011484
0,7709878,10542539,3403970.228172963
0,5967396,9383096,2637719.2841010857
0,6029877,8332544,2661136.3033143803
0,6351341,9560579,2772321.465367218
0,5788996,10477204,2568862.1031024647
0,6843018,9458910,2988779.11627586
0,6407670,10706024,2882392.5125915227
0.1,4816501,8732862,2101321.120423504
0.1,6348656,9308307,2809273.0834304695
0.1,5337245,8887051,2342436.2765891473
0.1,6252329,10542539,2749385.669690926
0.1,5703529,9383096,2516532.72702089
0.1,6901041,8332544,3047162.3756678235
0.1,5901812,9560579,2621306.0854677744
0.1,5671011,10477204,2522921.7505759113
0.1,5910331,9458910,2601025.5194452615
0.1,7378757,10706024,3288764.8806674755
0.2,4981862,8732862,2182292.549618731
0.2,5039183,9308307,2210221.907307094
0.2,5993896,8887051,2639082.1721002567
0.2,7691806,10542539,3391297.009612359
0.2,5752217,9383096,2566306.2921032542
0.2,7114523,8332544,3148379.1665177746
0.2,6282487,9560579,2747500.9997251956
0.2,6727284,10477204,2970468.601614997
0.2,6720149,9458910,2938098.8462048983
0.2,6719492,10706024,3017182.458316079
0.3,5799756,8732862,2544320.000511678
0.3,6055195,9308307,2670743.8910611784
0.3,6617798,8887051,2901175.866639374
0.3,8493762,10542539,3741504.749743977
0.3,6289287,9383096,2780155.1847699434
0.3,6924021,8332544,3059572.486306549
0.3,7188197,9560579,3196023.4040542897
0.3,7581283,10477204,3372270.725996211
0.3,6961157,9458910,3080431.4787650583
0.3,7860676,10706024,3546992.2460612156
0.4,5223972,8732862,2285175.7857145546
0.4,6454140,9308307,2843955.63415187
0.4,6982997,8887051,3093695.7924297913
0.4,6516224,10542539,2880950.929213037
0.4,5813755,9383096,2584882.773562792
0.4,7142638,8332544,3153018.032616892
0.4,6547493,9560579,2878835.25266444
0.4,5648408,10477204,2489875.9617854813
0.4,7002136,9458910,3077910.7307330556
0.4,7068103,10706024,3180143.164666626
0.5,5877284,8732862,2560634.0822767173
0.5,6838628,9308307,3024023.705734448
0.5,6811281,8887051,3011551.6139839357
0.5,8097406,10542539,3591813.618107392
0.5,6083129,9383096,2694559.773245037
0.5,7214266,8332544,3180563.568826334
0.5,8240682,9560579,3631051.1540346015
0.5,6396846,10477204,2839583.4048784366
0.5,6541360,9458910,2864426.0622091712
0.5,6527710,10706024,2930407.6880798144
0.6,5560098,8732862,2425115.593425087
0.6,6166974,9308307,2710579.7579364916
0.6,5811242,8887051,2565822.0553787583
0.6,6906866,10542539,3062888.2309757685
0.6,6860244,9383096,3024756.815216781
0.6,6890583,8332544,3042408.147970684
0.6,6622454,9560579,2923798.83070519
0.6,6711865,10477204,2990811.89622382
0.6,6230420,9458910,2729924.2029130184
0.6,7394463,10706024,3338915.698516732
0.7,5258987,8732862,2293486.5464675743
0.7,6100189,9308307,2694312.8136113286
0.7,6979425,8887051,3089307.3864185167
0.7,6502251,10542539,2880528.2419800395
0.7,6641180,9383096,2934258.094019077
0.7,7529150,8332544,3336571.152816167
0.7,6714379,9560579,2973770.025442648
0.7,6732040,10477204,2981744.731621039
0.7,6984765,9458910,3079956.0501271137
0.7,6968318,10706024,3127597.11567693
0.8,5077897,8732862,2228449.646128746
0.8,6327829,9308307,2766809.4518291177
0.8,6613502,8887051,2912157.8310592063
0.8,7272332,10542539,3240606.582446221
0.8,6451916,9383096,2864624.4542328063
0.8,6615389,8332544,2917599.566972489
0.8,7384789,9560579,3259497.8885284215
0.8,7761987,10477204,3467033.4499869565
0.8,6359347,9458910,2794840.3187382254
0.8,7547974,10706024,3379739.1372268917
0.9,5526861,8732862,2423252.4360276116
0.9,5969577,9308307,2627890.562073393
0.9,6248332,8887051,2749058.677749506
0.9,8651365,10542539,3825296.0572469826
0.9,5956795,9383096,2648079.6858620965
0.9,6885645,8332544,3056366.7356639598
0.9,6236746,9560579,2750709.7119472935
0.9,7325589,10477204,3269910.824435236
0.9,6502006,9458910,2867114.0575945233
0.9,6891858,10706024,3095139.1836028076
1,5243306,8732862,2301281.216246381
1,6397979,9308307,2818364.823578443
1,6597836,8887051,2909203.768741566
1,7155978,10542539,3168282.7045895755
1,6342289,9383096,2814317.3878980223
1,6723436,8332544,2976921.177978042
1,6747312,9560579,2962592.0061939545
1,6965282,10477204,3100223.8197716787
1,6893578,9458910,3032438.445133623
1,7429763,10706024,3345602.640049218
