jump,Paper,Min Time,Time opt
0,833947,851529,680994.5757418879
0,838953,800417,665668.3560278681
0,813194,774517,651305.3816708076
0,827281,872299,695183.7690020413
0,806668,829676,661962.9561917708
0,804569,768060,656760.4495093515
0,850720,850536,688680.4760887198
0,835271,825081,682388.2379183229
0,806470,786079,654464.7830271883
0,816692,897872,671094.6253296195
1,831311,860741,680994.5757418879
1,838797,832045,665668.3560278681
1,816873,765075,651305.3816708076
1,822671,877160,695183.7690020413
1,817672,815551,661962.9561917708
1,807869,804396,656760.4495093515
1,844929,843413,688680.4760887198
1,836699,824802,682388.2379183229
1,818129,826727,654464.7830271883
1,813081,895021,671094.6253296195
2,824545,830058,680994.5757418879
2,839432,824410,665668.3560278681
2,807249,765357,651305.3816708076
2,828187,909038,695183.7690020413
2,799799,808993,661962.9561917708
2,809039,772496,656760.4495093515
2,835918,839465,688680.4760887198
2,839231,847696,682388.2379183229
2,801411,810393,654464.7830271883
2,812260,855832,671094.6253296195
3,826398,849909,680994.5757418879
3,833751,803158,665668.3560278681
3,814210,772043,651305.3816708076
3,831074,870099,695183.7690020413
3,803628,797171,661962.9561917708
3,804321,766004,656760.4495093515
3,842446,840439,688680.4760887198
3,841707,797182,682388.2379183229
3,796046,810074,654464.7830271883
3,806014,847200,671094.6253296195
4,832304,821603,680994.5757418879
4,837701,809729,665668.3560278681
4,802677,772663,651305.3816708076
4,816102,845707,695183.7690020413
4,800819,798740,661962.9561917708
4,804727,765981,656760.4495093515
4,836574,780431,688680.4760887198
4,837521,798410,682388.2379183229
4,804703,799900,654464.7830271883
4,810119,876264,671094.6253296195
5,836941,775683,680994.5757418879
5,831295,801230,665668.3560278681
5,805063,743041,651305.3816708076
5,833453,853779,695183.7690020413
5,797330,784655,661962.9561917708
5,800011,783464,656760.4495093515
5,839791,805413,688680.4760887198
5,836688,778605,682388.2379183229
5,793910,769437,654464.7830271883
5,823732,884546,671094.6253296195
6,833806,817904,680994.5757418879
6,832116,791196,665668.3560278681
6,808713,751331,651305.3816708076
6,826207,832819,695183.7690020413
6,801920,761894,661962.9561917708
6,807234,746420,656760.4495093515
6,842653,803743,688680.4760887198
6,832701,786547,682388.2379183229
6,794673,773032,654464.7830271883
6,800385,833191,671094.6253296195
7,825321,815916,680994.5757418879
7,839637,792835,665668.3560278681
7,803908,761441,651305.3816708076
7,817519,805340,695183.7690020413
7,809525,770795,661962.9561917708
7,800159,736152,656760.4495093515
7,833823,792383,688680.4760887198
7,836041,791666,682388.2379183229
7,790375,769731,654464.7830271883
7,816612,871602,671094.6253296195
8,825307,772107,680994.5757418879
8,833069,788239,665668.3560278681
8,797642,763841,651305.3816708076
8,815420,808113,695183.7690020413
8,799729,776377,661962.9561917708
8,802412,768307,656760.4495093515
8,832898,782215,688680.4760887198
8,835247,765752,682388.2379183229
8,792964,776513,654464.7830271883
8,810806,865729,671094.6253296195
9,826772,798331,680994.5757418879
9,833598,765225,665668.3560278681
9,806842,747517,651305.3816708076
9,814890,825567,695183.7690020413
9,802826,763619,661962.9561917708
9,803286,744499,656760.4495093515
9,836831,790051,688680.4760887198
9,833069,776192,682388.2379183229
9,795919,748979,654464.7830271883
9,816618,809623,671094.6253296195
10,824009,768987,680994.5757418879
10,835746,780650,665668.3560278681
10,799709,729504,651305.3816708076
10,814731,830716,695183.7690020413
10,800429,769144,661962.9561917708
10,799268,735439,656760.4495093515
10,834645,774048,688680.4760887198
10,838259,759293,682388.2379183229
10,794934,767347,654464.7830271883
10,810218,839768,671094.6253296195
