mu,beta,average,max
0.1,1.0,1.2334708091622009,1.705797154766325
0.1,1.5,1.2133973684670503,1.70558250592441
0.1,2.0,1.2092970263810796,1.6253925000069502
0.1,2.5,1.200838979020949,1.6940849250672003
0.1,3.0,1.230433641899951,1.6580209174128586
0.1,3.5,1.223821389033575,1.6466342307487385
0.1,4.0,1.2188434619511141,1.6781781994124405
0.1,4.5,1.2110812252075107,1.7164279147002437
0.1,5.0,1.2219560934976803,1.6759114605188816
0.2,1.0,1.1285481518911695,1.4719344328909785
0.2,1.5,1.130188867413301,1.4792996404018508
0.2,2.0,1.121280293697642,1.4933509027881309
0.2,2.5,1.137971090463952,1.445184635333406
0.2,3.0,1.1303440318356757,1.4232344179853895
0.2,3.5,1.136623461403769,1.4807140250003528
0.2,4.0,1.12844587317762,1.400784960673296
0.2,4.5,1.1291956903023275,1.46826348581229
0.2,5.0,1.1307306418808907,1.4307723169103237
0.3,1.0,1.1799201593695336,1.4493364977939314
0.3,1.5,1.1846756322877947,1.4897793973566742
0.3,2.0,1.2013879819599125,1.5352514252747145
0.3,2.5,1.1790954521945938,1.4240855584148318
0.3,3.0,1.1814119348220964,1.4626918614050182
0.3,3.5,1.1813688328948315,1.436999422954232
0.3,4.0,1.1848521379854267,1.466367038458522
0.3,4.5,1.1873790334266354,1.4864287772668932
0.3,5.0,1.1931884332554312,1.4881399955449577
0.4,1.0,1.254834042140975,1.5220500975318805
0.4,1.5,1.270722081242441,1.496422533275889
0.4,2.0,1.262361695376478,1.4874552441117113
0.4,2.5,1.2599495713382374,1.5014808643902435
0.4,3.0,1.2648180261767725,1.5057421872506649
0.4,3.5,1.2634662883705605,1.553554678434728
0.4,4.0,1.2661902295084417,1.5377761288880054
0.4,4.5,1.2608342301913005,1.5482881529457926
0.4,5.0,1.2646610896506705,1.4653058208892549
0.5,1.0,1.2221839704281523,1.551119454981114
0.5,1.5,1.2143577099632978,1.6266257356463818
0.5,2.0,1.2090583133724364,1.6090311435198124
0.5,2.5,1.2284525884723907,1.6717490915123054
0.5,3.0,1.1920465578813095,1.6187717955502967
0.5,3.5,1.207070032094598,1.5441560681563602
0.5,4.0,1.2095281138929908,1.4975290078813923
0.5,4.5,1.211346352265867,1.4687028821233543
0.5,5.0,1.1831553705404017,1.6633688902543986
0.6,1.0,1.4793399546647286,1.6723247770945124
0.6,1.5,1.4831898632883351,1.6693311527348904
0.6,2.0,1.4800860547800343,1.6806588043950033
0.6,2.5,1.4807172267720388,1.6723247770945118
0.6,3.0,1.473222315402451,1.6677737151610048
0.6,3.5,1.467857696107971,1.6666666666666676
0.6,4.0,1.480248294099602,1.669331152734891
0.6,4.5,1.45759535219843,1.6693311527348913
0.6,5.0,1.4898907956998886,1.6699912808243875
0.7,1.0,1.3934182820940402,1.5909012900162802
0.7,1.5,1.3980342640652779,1.5628968820193208
0.7,2.0,1.3946047862582682,1.59772238273403
0.7,2.5,1.4052402116928604,1.6374750896564714
0.7,3.0,1.4030797522814853,1.6205621863892878
0.7,3.5,1.4058221220673637,1.6478978028991929
0.7,4.0,1.3995396772270698,1.7065261190398775
0.7,4.5,1.4067493420549733,1.7476447138886153
0.7,5.0,1.4016311198293687,1.546889038290238
0.8,1.0,1.3676644216215486,1.6818270420863644
0.8,1.5,1.3683464276841801,1.626446923595023
0.8,2.0,1.36281505547926,1.7059455848492964
0.8,2.5,1.3480366993708615,1.5344883396167657
0.8,3.0,1.3652927767447156,1.608530764656985
0.8,3.5,1.3567287239634285,1.8345923585495167
0.8,4.0,1.3689799348096339,1.6353873858064027
0.8,4.5,1.3621428283404455,1.6121889149470334
0.8,5.0,1.355820485154629,1.5787481381667168
0.9,1.0,1.3985420701958975,1.7450430353791335
0.9,1.5,1.3918298535702274,1.8100736614627373
0.9,2.0,1.389199431370285,1.809529539244661
0.9,2.5,1.3890493618963577,1.748864173621728
0.9,3.0,1.3802058097738443,1.7762882359030412
0.9,3.5,1.3778250059946122,1.73748602234069
0.9,4.0,1.3786984396284327,1.73817795531604
0.9,4.5,1.3814640173917252,1.687809469694673
0.9,5.0,1.3994034947266585,1.6227878604409745
